id_reserva;cancelado;antelacion_reserva;noches_finde;noches_semana;adultos;niños;bebes;regimen_pension;pais;segmento;canal;vuelve;tipo_hab_reservada;tipo_hab_asignada;tipo_deposito;adr;parking;estado_reserva;fecha
13026;0;4;0;2;2;0;0;BB;FRA;Direct;Direct;0;D;D;No Deposit;79;1;Check-Out;22/04/2016
16214;1;168;1;3;2;2;0;BB;PRT;Online TA;TA/TO;0;G;G;No Deposit;241.75;0;Canceled;22/04/2016
17028;0;0;0;2;2;0;0;BB;GBR;Direct;Corporate;1;E;E;No Deposit;91;1;Check-Out;22/04/2016
17034;0;46;2;5;2;0;0;BB;BEL;Direct;Direct;0;D;D;No Deposit;68;0;Check-Out;22/04/2016
18159;1;28;3;6;3;1;0;BB;IRL;Online TA;TA/TO;0;H;H;No Deposit;140;0;Canceled;22/04/2016
19035;0;0;0;1;2;0;0;BB;DEU;Online TA;TA/TO;0;A;A;No Deposit;74;1;Check-Out;22/04/2016
19036;0;55;2;3;2;0;0;BB;IRL;Offline TA/TO;TA/TO;0;A;A;No Deposit;43.4;0;Check-Out;22/04/2016
1204;0;96;2;5;2;0;0;BB;FIN;Online TA;TA/TO;0;A;A;No Deposit;52.2;0;Check-Out;23/04/2016
1205;0;1;0;2;2;0;0;BB;ESP;Online TA;TA/TO;0;D;D;No Deposit;90.5;1;Check-Out;23/04/2016
1206;0;92;0;2;1;0;0;BB;BEL;Online TA;TA/TO;0;A;A;No Deposit;49;0;Check-Out;23/04/2016
1207;0;0;0;1;3;1;0;BB;PRT;Online TA;TA/TO;0;H;H;No Deposit;130;1;Check-Out;23/04/2016
2324;1;139;0;4;2;0;0;HB;PRT;Online TA;TA/TO;0;E;E;No Deposit;118;0;Canceled;23/04/2016
2357;1;94;2;3;1;0;0;BB;HKG;Online TA;TA/TO;0;A;A;No Deposit;107;0;Canceled;23/04/2016
3132;0;92;0;2;1;0;0;BB;BEL;Online TA;TA/TO;0;A;A;No Deposit;49;0;Check-Out;23/04/2016
5076;0;59;0;2;1;0;0;BB;BEL;Direct;Direct;0;D;D;No Deposit;61.2;0;Check-Out;23/04/2016
6279;1;246;1;2;2;0;0;BB;PRT;Online TA;TA/TO;0;E;E;No Deposit;99;0;Canceled;23/04/2016
7053;0;140;2;5;2;0;0;BB;IRL;Online TA;TA/TO;0;A;A;No Deposit;59.91;1;Check-Out;23/04/2016
7054;0;37;0;4;2;0;0;BB;GBR;Direct;Direct;0;F;F;No Deposit;83;0;Check-Out;23/04/2016
9072;0;139;2;8;2;0;0;HB;ESP;Online TA;TA/TO;0;A;A;No Deposit;88;0;Check-Out;23/04/2016
11122;0;64;0;1;2;0;0;BB;FRA;Online TA;TA/TO;0;D;D;No Deposit;79;1;Check-Out;23/04/2016
13027;0;39;1;4;2;0;0;BB;GBR;Online TA;TA/TO;0;D;F;No Deposit;82;0;Check-Out;23/04/2016
13028;0;42;0;2;2;0;0;BB;DEU;Online TA;TA/TO;0;E;E;No Deposit;71.45;1;Check-Out;23/04/2016
14982;0;12;0;4;2;0;0;BB;POL;Online TA;TA/TO;0;D;D;No Deposit;75;0;Check-Out;23/04/2016
17035;0;31;2;5;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;A;A;No Deposit;41.4;0;Check-Out;23/04/2016
17036;0;92;0;2;1;0;0;BB;BEL;Online TA;TA/TO;0;D;D;No Deposit;73;0;Check-Out;23/04/2016
19037;0;0;0;1;2;0;0;BB;PRT;Direct;Direct;0;D;D;No Deposit;80;0;Check-Out;23/04/2016
1208;0;152;0;4;2;0;0;BB;IRL;Groups;Direct;0;A;C;No Deposit;49;0;Check-Out;24/04/2016
2283;0;206;0;3;2;0;0;BB;ITA;Online TA;TA/TO;0;A;A;No Deposit;52.98;1;Check-Out;24/04/2016
3133;0;3;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;68.85;0;Check-Out;24/04/2016
3134;0;3;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;68.85;0;Check-Out;24/04/2016
5077;0;1;0;1;2;0;0;BB;ESP;Online TA;TA/TO;0;A;D;No Deposit;87;0;Check-Out;24/04/2016
6260;1;116;2;5;2;1;0;BB;PRT;Online TA;TA/TO;0;F;F;No Deposit;238.16;0;Canceled;24/04/2016
7055;0;3;0;2;1;0;0;BB;FRA;Direct;Direct;0;D;D;No Deposit;85;0;Check-Out;24/04/2016
9073;0;6;2;6;1;0;0;BB;NLD;Online TA;TA/TO;0;D;D;No Deposit;84.25;1;Check-Out;24/04/2016
9074;0;152;0;4;2;0;0;BB;IRL;Groups;Direct;0;A;C;No Deposit;49;0;Check-Out;24/04/2016
10199;0;206;0;3;2;0;0;BB;ITA;Online TA;TA/TO;0;A;A;No Deposit;46.98;0;Check-Out;24/04/2016
10351;1;144;2;5;2;0;0;BB;IRL;Online TA;TA/TO;0;A;A;No Deposit;139;0;Canceled;24/04/2016
13029;0;78;2;8;2;0;0;HB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;65.4;0;Check-Out;24/04/2016
13030;0;2;0;2;2;0;0;BB;LVA;Online TA;TA/TO;0;D;D;No Deposit;85;0;Check-Out;24/04/2016
13031;0;2;0;2;2;0;0;BB;PRT;Direct;Direct;0;D;D;No Deposit;91;1;Check-Out;24/04/2016
14983;0;152;0;4;2;0;0;BB;IRL;Groups;Direct;0;A;C;No Deposit;49;0;Check-Out;24/04/2016
16138;1;68;0;2;2;0;0;BB;ESP;Online TA;TA/TO;0;A;A;No Deposit;77;0;Canceled;24/04/2016
16177;1;114;3;5;2;0;0;BB;ESP;Online TA;TA/TO;0;A;A;No Deposit;160;0;Canceled;24/04/2016
19038;0;2;0;2;2;0;0;HB;PRT;Online TA;TA/TO;0;D;D;No Deposit;123;1;Check-Out;24/04/2016
271;0;191;1;2;2;0;0;Undefined;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;85.33;0;Check-Out;25/04/2016
272;0;191;1;2;2;0;0;Undefined;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;85.33;0;Check-Out;25/04/2016
273;0;191;1;2;2;0;0;Undefined;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;85.33;0;Check-Out;25/04/2016
2284;0;191;1;2;2;0;0;Undefined;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;85.33;0;Check-Out;25/04/2016
2285;0;191;1;2;1;0;0;Undefined;PRT;Offline TA/TO;TA/TO;0;A;C;No Deposit;0;0;Check-Out;25/04/2016
2401;1;110;2;5;2;0;0;BB;FRA;Online TA;TA/TO;0;D;D;No Deposit;201.86;0;Canceled;25/04/2016
3135;0;21;1;1;2;0;0;HB;PRT;Direct;Direct;0;F;F;No Deposit;130.5;1;Check-Out;25/04/2016
3136;0;0;1;0;2;1;0;BB;PRT;Direct;Direct;0;C;C;No Deposit;110;0;Check-Out;25/04/2016
3137;0;4;1;1;2;0;0;BB;PRT;Online TA;TA/TO;0;E;E;No Deposit;95;0;Check-Out;25/04/2016
5078;0;14;1;1;2;0;0;BB;PRT;Direct;Direct;0;F;F;No Deposit;105;0;Check-Out;25/04/2016
6138;0;191;1;2;2;0;0;Undefined;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;85.33;0;Check-Out;25/04/2016
7056;0;79;1;2;2;0;0;BB;USA;Direct;Direct;0;F;F;No Deposit;102;1;Check-Out;25/04/2016
7057;0;8;1;2;2;0;0;BB;PRT;Online TA;TA/TO;0;D;D;No Deposit;86.67;0;Check-Out;25/04/2016
7058;0;42;1;1;2;0;0;BB;PRT;Direct;Direct;0;E;E;No Deposit;78;1;Check-Out;25/04/2016
7059;0;9;1;1;2;0;0;BB;PRT;Direct;Direct;0;F;F;No Deposit;100.5;1;Check-Out;25/04/2016
8137;0;191;1;2;2;0;0;Undefined;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;85.33;0;Check-Out;25/04/2016
8138;0;191;1;2;2;0;0;Undefined;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;85.33;0;Check-Out;25/04/2016
9075;0;0;1;0;2;0;0;BB;PRT;Direct;Direct;0;C;C;No Deposit;116;1;Check-Out;25/04/2016
9076;0;49;1;1;2;0;0;BB;PRT;Online TA;TA/TO;0;D;D;No Deposit;80;0;Check-Out;25/04/2016
9078;0;85;1;3;2;0;0;BB;FRA;Online TA;TA/TO;0;D;D;No Deposit;76;0;Check-Out;25/04/2016
9079;0;85;1;3;2;0;0;BB;FRA;Online TA;TA/TO;0;D;D;No Deposit;76;0;Check-Out;25/04/2016
12201;1;32;1;3;2;0;0;BB;IRL;Online TA;TA/TO;0;D;D;No Deposit;90;0;Canceled;25/04/2016
13032;0;79;1;2;2;0;0;BB;USA;Direct;Direct;0;G;G;No Deposit;117;0;Check-Out;25/04/2016
13033;0;44;1;1;2;0;0;BB;PRT;Direct;Direct;0;E;E;No Deposit;80;0;Check-Out;25/04/2016
14106;0;191;1;2;2;0;0;Undefined;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;85.33;0;Check-Out;25/04/2016
14107;0;191;1;2;2;0;0;Undefined;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;85.33;0;Check-Out;25/04/2016
14108;0;191;1;2;2;0;0;Undefined;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;85.33;0;Check-Out;25/04/2016
14320;1;245;0;2;2;0;0;BB;BRA;Online TA;TA/TO;0;A;A;No Deposit;37.8;0;Canceled;25/04/2016
14984;0;39;1;0;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;65;1;Check-Out;25/04/2016
14985;0;35;1;1;2;0;0;BB;PRT;Direct;Direct;0;E;E;No Deposit;97;1;Check-Out;25/04/2016
14986;0;27;1;2;2;0;0;BB;PRT;Online TA;TA/TO;0;E;E;No Deposit;85;0;Check-Out;25/04/2016
16101;0;191;1;2;2;0;0;Undefined;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;85.33;0;Check-Out;25/04/2016
17037;0;35;1;2;2;1;0;BB;PRT;Corporate;Corporate;0;A;D;No Deposit;81.5;1;Check-Out;25/04/2016
18133;0;191;1;2;2;0;0;Undefined;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;85.33;0;Check-Out;25/04/2016
19039;0;10;1;1;2;0;0;BB;ESP;Online TA;TA/TO;0;E;E;No Deposit;95;1;Check-Out;25/04/2016
19040;0;92;1;3;2;0;0;BB;GBR;Direct;Direct;0;E;E;No Deposit;74.8;0;Check-Out;25/04/2016
19041;0;1;1;0;2;0;0;BB;FRA;Direct;Direct;0;A;B;No Deposit;96.5;1;Check-Out;25/04/2016
19042;0;35;1;2;2;1;0;BB;PRT;Corporate;Corporate;0;A;D;No Deposit;81.5;1;Check-Out;25/04/2016
268;0;172;3;5;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;A;A;No Deposit;41.4;0;Check-Out;26/04/2016
1210;0;32;2;5;1;0;0;HB;GBR;Groups;Direct;0;A;C;No Deposit;46.36;0;Check-Out;26/04/2016
1211;0;41;2;1;2;0;0;BB;PRT;Online TA;TA/TO;0;D;D;No Deposit;74.67;1;Check-Out;26/04/2016
1212;0;172;3;5;2;0;0;HB;GBR;Offline TA/TO;TA/TO;0;A;I;No Deposit;66.42;0;Check-Out;26/04/2016
2826;0;52;2;2;2;0;0;BB;PRT;Direct;Direct;1;G;G;No Deposit;124.25;1;Check-Out;26/04/2016
3138;0;32;2;5;2;0;0;HB;GBR;Groups;Direct;0;E;E;No Deposit;82.24;0;Check-Out;26/04/2016
3139;0;32;2;5;2;0;0;HB;GBR;Groups;Direct;0;E;E;No Deposit;80.81;0;Check-Out;26/04/2016
3140;0;0;0;0;2;0;0;HB;PRT;Offline TA/TO;TA/TO;1;E;I;No Deposit;0;0;Check-Out;26/04/2016
4236;1;32;0;1;2;0;0;BB;PRT;Direct;Direct;0;E;E;No Deposit;82.5;0;Canceled;26/04/2016
4316;1;265;1;3;2;2;0;BB;PRT;Online TA;TA/TO;0;G;G;No Deposit;240;0;Canceled;26/04/2016
5079;0;32;2;5;2;0;0;HB;GBR;Groups;Direct;0;E;E;No Deposit;80.81;0;Check-Out;26/04/2016
5080;0;0;1;0;1;0;0;BB;DEU;Online TA;TA/TO;0;A;D;No Deposit;50;0;Check-Out;26/04/2016
5081;0;99;2;5;2;0;0;BB;GBR;Online TA;TA/TO;0;A;A;No Deposit;42.19;0;Check-Out;26/04/2016
7060;0;32;2;5;1;0;0;HB;GBR;Groups;Direct;0;A;C;No Deposit;44.36;0;Check-Out;26/04/2016
7061;0;160;3;5;2;0;0;HB;GBR;Offline TA/TO;TA/TO;0;A;A;No Deposit;66.8;0;Check-Out;26/04/2016
8195;1;225;1;1;2;0;0;HB;PRT;Groups;TA/TO;0;A;A;No Deposit;85;0;Canceled;26/04/2016
9080;0;172;3;5;1;0;0;BB;GBR;Offline TA/TO;TA/TO;0;A;A;No Deposit;35.05;0;Check-Out;26/04/2016
9081;0;190;2;5;2;0;0;HB;GBR;Offline TA/TO;TA/TO;0;D;D;No Deposit;75.6;0;Check-Out;26/04/2016
9082;0;172;3;5;1;0;0;HB;GBR;Offline TA/TO;TA/TO;0;A;A;No Deposit;48.8;0;Check-Out;26/04/2016
9083;0;33;2;1;2;0;0;BB;PRT;Direct;Direct;0;D;D;No Deposit;75;0;Check-Out;26/04/2016
11124;0;51;4;5;1;0;0;BB;IRL;Direct;Direct;0;D;D;No Deposit;65.3;0;Check-Out;26/04/2016
11125;0;172;3;5;1;0;0;HB;GBR;Offline TA/TO;TA/TO;0;A;A;No Deposit;46.8;0;Check-Out;26/04/2016
11126;0;172;3;5;2;0;0;HB;GBR;Offline TA/TO;TA/TO;0;A;A;No Deposit;66.42;0;Check-Out;26/04/2016
12345;1;245;1;4;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;48;0;Canceled;26/04/2016
13034;0;172;3;5;2;0;0;HB;IRL;Offline TA/TO;TA/TO;0;D;D;No Deposit;75.6;0;Check-Out;26/04/2016
14114;1;27;0;3;2;0;0;BB;BRA;Online TA;TA/TO;0;D;D;No Deposit;87;0;Canceled;26/04/2016
14951;0;74;8;20;2;0;0;BB;GBR;Direct;Direct;0;A;A;No Deposit;50.91;0;Check-Out;26/04/2016
14988;0;32;2;5;2;0;0;HB;GBR;Groups;Direct;0;D;D;No Deposit;38.22;0;Check-Out;26/04/2016
14989;0;36;2;0;1;0;0;BB;DNK;Online TA;TA/TO;0;D;D;No Deposit;81;1;Check-Out;26/04/2016
16142;1;122;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;D;D;No Deposit;73;0;Canceled;26/04/2016
16290;1;245;1;4;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;54;0;Canceled;26/04/2016
17038;0;98;2;4;2;0;0;BB;GBR;Online TA;TA/TO;0;A;F;No Deposit;82.2;0;Check-Out;26/04/2016
18223;1;109;2;5;2;0;0;BB;PRT;Online TA;TA/TO;0;D;D;No Deposit;193.43;0;Canceled;26/04/2016
19043;0;32;2;5;2;0;0;HB;GBR;Groups;Direct;0;E;E;No Deposit;80.81;0;Check-Out;26/04/2016
19044;0;123;2;0;2;0;0;SC;PRT;Direct;Direct;0;D;I;No Deposit;0;1;Check-Out;26/04/2016
369;1;149;3;6;2;0;0;BB;ESP;Online TA;TA/TO;0;A;A;No Deposit;176.44;0;Canceled;27/04/2016
389;1;165;0;3;2;0;0;HB;DEU;Online TA;TA/TO;0;E;E;No Deposit;237;0;Canceled;27/04/2016
1213;0;6;0;1;1;0;0;BB;PRT;Direct;Direct;0;A;D;No Deposit;64;1;Check-Out;27/04/2016
2273;0;275;6;11;2;0;0;SC;GBR;Groups;Direct;0;D;I;No Deposit;11.53;0;Check-Out;27/04/2016
2405;1;165;0;3;2;0;0;HB;DEU;Online TA;TA/TO;0;D;D;No Deposit;222;0;Canceled;27/04/2016
3141;0;37;2;2;2;0;0;BB;PRT;Direct;Direct;0;D;D;No Deposit;61.5;0;Check-Out;27/04/2016
4270;1;124;2;5;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;D;D;No Deposit;67.79;0;Canceled;27/04/2016
4282;1;65;1;0;2;0;0;BB;RUS;Direct;Direct;0;A;A;No Deposit;107.1;0;Canceled;27/04/2016
5082;0;6;0;1;2;0;0;BB;ESP;Direct;Direct;0;A;D;No Deposit;77;0;Check-Out;27/04/2016
6146;1;97;2;5;2;0;0;FB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;83.7;0;No-Show;27/04/2016
6259;1;165;0;3;2;0;0;HB;DEU;Online TA;TA/TO;0;D;D;No Deposit;222;0;Canceled;27/04/2016
7062;0;6;1;1;2;0;0;BB;ESP;Online TA;TA/TO;0;A;A;No Deposit;77;0;Check-Out;27/04/2016
7063;0;13;1;1;1;0;0;BB;ROU;Online TA;TA/TO;0;A;A;No Deposit;89;1;Check-Out;27/04/2016
8241;1;88;0;5;2;0;0;HB;GEO;Online TA;TA/TO;0;D;D;No Deposit;212;0;Canceled;27/04/2016
9084;0;100;2;3;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;D;D;No Deposit;49.59;0;Check-Out;27/04/2016
12165;1;19;0;1;2;0;0;BB;PRT;Direct;Direct;0;D;D;No Deposit;75;0;Canceled;27/04/2016
12271;1;168;1;5;2;0;0;BB;PRT;Online TA;TA/TO;0;E;E;No Deposit;212;0;Canceled;27/04/2016
12274;1;165;0;3;2;0;0;HB;DEU;Online TA;TA/TO;0;E;E;No Deposit;237;0;Canceled;27/04/2016
13035;0;2;1;1;2;0;0;BB;ESP;Online TA;TA/TO;0;A;A;No Deposit;65;0;Check-Out;27/04/2016
14117;1;12;0;3;2;0;0;HB;PRT;Groups;Direct;0;A;A;No Deposit;85.33;0;Canceled;27/04/2016
14120;1;14;0;1;2;0;0;BB;FRA;Online TA;TA/TO;0;A;A;No Deposit;65;0;Canceled;27/04/2016
14233;1;165;0;3;2;0;0;HB;DEU;Online TA;TA/TO;0;D;D;No Deposit;222;0;Canceled;27/04/2016
14900;0;1;0;1;1;0;0;BB;PRT;Direct;Direct;1;A;D;No Deposit;56;1;Check-Out;27/04/2016
14990;0;6;0;1;1;0;0;BB;PRT;Direct;Direct;0;A;D;No Deposit;64;0;Check-Out;27/04/2016
16107;1;12;0;3;2;0;0;HB;PRT;Groups;Direct;0;A;A;No Deposit;85.33;0;Canceled;27/04/2016
16119;1;192;2;5;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;D;D;No Deposit;53.87;0;Canceled;27/04/2016
16201;1;165;0;3;2;0;0;HB;DEU;Online TA;TA/TO;0;E;E;No Deposit;237;0;Canceled;27/04/2016
16202;1;165;0;3;2;0;0;HB;DEU;Online TA;TA/TO;0;D;D;No Deposit;222;0;Canceled;27/04/2016
16285;1;208;2;7;2;0;0;BB;DEU;Online TA;TA/TO;0;A;A;No Deposit;43;0;Canceled;27/04/2016
16765;0;0;0;1;1;0;0;BB;PRT;Direct;Direct;1;A;A;No Deposit;42;0;Check-Out;27/04/2016
17039;0;0;0;1;1;0;0;BB;PRT;Direct;Direct;0;E;E;No Deposit;79;0;Check-Out;27/04/2016
18206;1;201;2;8;2;1;0;HB;PRT;Online TA;TA/TO;0;A;A;No Deposit;142;0;Canceled;27/04/2016
19045;0;38;2;5;2;0;0;BB;FRA;Online TA;TA/TO;0;E;E;No Deposit;83;0;Check-Out;27/04/2016
288;1;10;2;2;2;0;0;HB;CHE;Online TA;TA/TO;0;D;D;No Deposit;117;0;Canceled;28/04/2016
1089;0;0;0;2;1;0;0;BB;PRT;Corporate;Corporate;1;A;D;No Deposit;42;0;Check-Out;28/04/2016
1214;0;19;0;2;2;0;0;BB;ESP;Online TA;TA/TO;0;A;D;No Deposit;65;0;Check-Out;28/04/2016
1215;0;25;0;2;2;0;0;BB;PRT;Direct;Direct;0;F;F;No Deposit;85.5;0;Check-Out;28/04/2016
2281;0;215;3;7;2;0;0;BB;IRL;Direct;Direct;0;D;D;No Deposit;62.05;0;Check-Out;28/04/2016
2689;0;0;0;2;1;0;0;BB;NULL;Corporate;Corporate;0;A;D;No Deposit;42;0;Check-Out;28/04/2016
2723;0;5;0;1;1;0;0;BB;NULL;Corporate;Corporate;0;A;D;No Deposit;45;0;Check-Out;28/04/2016
3142;0;1;0;2;2;0;0;BB;EST;Online TA;TA/TO;0;A;D;No Deposit;68;1;Check-Out;28/04/2016
3143;0;2;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;A;D;No Deposit;77;1;Check-Out;28/04/2016
4646;0;1;0;1;1;0;0;BB;NULL;Corporate;Corporate;0;A;A;No Deposit;39;0;Check-Out;28/04/2016
5083;0;22;0;1;2;0;0;BB;ESP;Online TA;TA/TO;0;A;D;No Deposit;83;1;Check-Out;28/04/2016
5084;0;5;0;1;1;0;0;BB;PRT;Corporate;Corporate;0;A;D;No Deposit;39;0;Check-Out;28/04/2016
5085;0;86;4;10;2;0;0;HB;GBR;Offline TA/TO;TA/TO;0;E;E;No Deposit;86.95;0;Check-Out;28/04/2016
6154;1;5;1;2;2;0;0;BB;PRT;Corporate;Corporate;0;D;D;No Deposit;84;0;Canceled;28/04/2016
7064;0;100;2;2;2;0;0;BB;GBR;Online TA;TA/TO;0;D;D;No Deposit;73;0;Check-Out;28/04/2016
7065;0;32;1;2;2;0;0;BB;FRA;Online TA;TA/TO;0;A;A;No Deposit;65;0;Check-Out;28/04/2016
8145;1;147;2;2;2;0;0;BB;PRT;Online TA;TA/TO;0;D;D;No Deposit;65.7;0;Canceled;28/04/2016
9077;0;2;1;2;2;0;0;BB;FRA;Direct;Direct;0;E;E;No Deposit;87;1;Check-Out;28/04/2016
9085;0;42;2;2;3;0;0;BB;NLD;Direct;Direct;0;D;D;No Deposit;94.75;0;Check-Out;28/04/2016
10200;0;168;2;5;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;E;E;No Deposit;58.95;0;Check-Out;28/04/2016
10214;1;147;2;2;2;0;0;BB;PRT;Online TA;TA/TO;0;D;D;No Deposit;65.7;0;Canceled;28/04/2016
10221;1;200;2;5;2;2;0;BB;PRT;Online TA;TA/TO;0;G;G;No Deposit;101.7;0;Canceled;28/04/2016
12237;1;95;2;5;2;2;0;BB;FRA;Online TA;TA/TO;0;G;G;No Deposit;231.43;0;Canceled;28/04/2016
12265;1;113;1;4;2;1;0;HB;PRT;Online TA;TA/TO;0;A;A;No Deposit;246.5;0;Canceled;28/04/2016
13036;0;109;2;2;2;0;0;BB;FRA;Online TA;TA/TO;0;A;C;No Deposit;52.2;1;Check-Out;28/04/2016
13037;0;0;0;2;1;0;0;BB;NULL;Direct;Direct;0;A;A;No Deposit;47.7;0;Check-Out;28/04/2016
13038;0;41;2;3;2;0;0;BB;GBR;Direct;Direct;0;D;D;No Deposit;59.22;0;Check-Out;28/04/2016
14225;1;107;2;2;3;0;0;HB;PRT;Online TA;TA/TO;0;F;F;No Deposit;227.92;0;Canceled;28/04/2016
14546;0;0;0;2;1;0;0;BB;NULL;Direct;Corporate;0;A;A;No Deposit;47.7;1;Check-Out;28/04/2016
16106;0;189;0;2;1;0;0;BB;FRA;Groups;TA/TO;0;A;A;No Deposit;30;0;Check-Out;28/04/2016
17040;0;35;2;5;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;A;A;No Deposit;41.4;0;Check-Out;28/04/2016
17041;0;0;0;1;2;0;0;BB;ESP;Online TA;Direct;0;A;A;No Deposit;65;0;Check-Out;28/04/2016
17042;0;0;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;65;1;Check-Out;28/04/2016
18147;1;200;2;5;2;2;0;BB;PRT;Online TA;TA/TO;0;G;G;No Deposit;101.7;0;Canceled;28/04/2016
19046;0;113;0;2;2;0;0;BB;USA;Online TA;TA/TO;0;G;G;No Deposit;78.31;0;Check-Out;28/04/2016
19047;0;1;0;2;2;0;0;HB;ITA;Online TA;TA/TO;0;E;E;No Deposit;114;1;Check-Out;28/04/2016
19048;0;6;0;1;2;0;0;BB;PRT;Direct;Direct;0;D;D;No Deposit;72;0;Check-Out;28/04/2016
284;1;0;0;2;1;0;0;BB;PRT;Direct;Direct;0;A;D;No Deposit;80;0;Canceled;29/04/2016
295;1;46;2;3;2;0;0;BB;PRT;Online TA;TA/TO;0;E;E;No Deposit;95;0;Canceled;29/04/2016
1216;0;108;2;3;1;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;44.1;0;Check-Out;29/04/2016
1217;0;9;0;1;1;0;0;BB;NULL;Corporate;Corporate;0;A;A;No Deposit;39;1;Check-Out;29/04/2016
1218;0;56;1;3;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;A;A;No Deposit;47.4;1;Check-Out;29/04/2016
1219;0;0;0;1;2;0;0;BB;PRT;Direct;Direct;0;A;D;No Deposit;50.4;0;Check-Out;29/04/2016
2321;1;116;1;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;A;A;No Deposit;41.4;0;Canceled;29/04/2016
3145;0;5;0;3;1;0;0;BB;PRT;Corporate;Corporate;0;A;A;No Deposit;51;1;Check-Out;29/04/2016
4230;0;41;2;5;2;0;0;FB;PRT;Online TA;TA/TO;0;E;I;No Deposit;122;0;Check-Out;29/04/2016
4296;1;177;3;9;3;0;0;Undefined;PRT;Direct;Direct;0;D;D;No Deposit;238.63;0;Canceled;29/04/2016
5086;0;46;2;3;2;0;0;BB;IRL;Direct;Direct;0;D;D;No Deposit;57.96;0;Check-Out;29/04/2016
7066;0;72;2;3;2;0;0;BB;IRL;Direct;Direct;0;D;D;No Deposit;61.2;0;Check-Out;29/04/2016
7067;0;72;2;3;2;0;0;BB;IRL;Direct;Direct;0;E;E;No Deposit;74.7;0;Check-Out;29/04/2016
7068;0;179;0;2;2;0;0;BB;USA;Online TA;TA/TO;0;A;D;No Deposit;52.2;0;Check-Out;29/04/2016
7070;0;1;0;1;2;0;0;BB;PRT;Direct;Direct;0;D;D;No Deposit;86;1;Check-Out;29/04/2016
7071;0;2;1;3;1;0;0;BB;PRT;Online TA;TA/TO;0;A;A;No Deposit;56;0;Check-Out;29/04/2016
8161;1;49;0;5;2;2;0;BB;PRT;Online TA;TA/TO;0;G;G;No Deposit;125;0;Canceled;29/04/2016
9086;0;2;0;1;2;0;0;BB;FRA;Direct;TA/TO;0;A;A;No Deposit;65;0;Check-Out;29/04/2016
9089;0;179;0;2;2;0;0;BB;USA;Online TA;TA/TO;0;A;D;No Deposit;58.2;1;Check-Out;29/04/2016
9090;0;0;0;2;2;0;0;BB;GBR;Online TA;Direct;0;D;D;No Deposit;76;1;Check-Out;29/04/2016
10210;1;1;0;2;2;0;0;BB;ESP;Online TA;TA/TO;0;E;E;No Deposit;85;0;No-Show;29/04/2016
11127;0;72;2;3;2;0;0;BB;IRL;Direct;Direct;0;D;D;No Deposit;61.2;0;Check-Out;29/04/2016
11128;0;15;0;1;2;0;0;BB;BEL;Direct;Direct;0;E;E;No Deposit;85;0;Check-Out;29/04/2016
12571;0;9;0;1;1;0;0;BB;NULL;Corporate;Corporate;0;A;A;No Deposit;39;0;Check-Out;29/04/2016
13040;0;9;0;1;1;0;0;BB;PRT;Corporate;Corporate;0;A;A;No Deposit;39;0;Check-Out;29/04/2016
13041;0;44;0;2;2;0;0;BB;FRA;Online TA;TA/TO;0;E;E;No Deposit;78;0;Check-Out;29/04/2016
14157;1;201;3;7;2;0;1;BB;PRT;Direct;Direct;0;D;D;No Deposit;63.92;0;Canceled;29/04/2016
14994;0;35;1;3;2;0;0;HB;PRT;Offline TA/TO;TA/TO;0;D;D;No Deposit;71.82;0;Check-Out;29/04/2016
